task_id,branch,route,run_id,sample_event,target_field,wide_field,unit,instrument_class,entry_file,merge_command,source_file_requirement,value_required,provenance_required,notes
LC-0011,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0012,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0013,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,final,osmolality,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0014,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,final,conductivity,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0015,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,physical_inspection,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0016,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0017,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0018,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0019,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-0h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0020,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,date,date,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0021,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,medium_name,medium_name,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0022,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,medium_lot,medium_lot,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0023,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0024,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,mea_coupon_id,mea_coupon_id,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Build sheet, sample label, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0025,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,electrode_material,electrode_material,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Supplier documentation, build sheet, or sample label record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0026,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,laminin_or_peptide_density,laminin_or_peptide_density,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Recipe record, supplier CoA, coating log, or build sheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0027,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,metadata,sterilization_or_aseptic_protocol,sterilization_or_aseptic_protocol,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"SOP identifier, batch record, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0028,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,initial,pH,pH_initial,pH,calibrated_pH_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0029,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,initial,osmolality,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0030,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0031,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0032,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,final,osmolality,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0033,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,final,conductivity,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0034,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,physical_inspection,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0035,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0036,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0037,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0038,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-no_coating_mea_control-R1-24h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0058,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,date,date,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0059,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,medium_name,medium_name,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0060,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,medium_lot,medium_lot,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0061,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0062,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,mea_coupon_id,mea_coupon_id,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Build sheet, sample label, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0063,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,electrode_material,electrode_material,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Supplier documentation, build sheet, or sample label record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0064,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,laminin_or_peptide_density,laminin_or_peptide_density,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Recipe record, supplier CoA, coating log, or build sheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0065,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,metadata,sterilization_or_aseptic_protocol,sterilization_or_aseptic_protocol,,record_review,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"SOP identifier, batch record, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0066,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,initial,pH,pH_initial,pH,calibrated_pH_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0067,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,initial,osmolality,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_smoke_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0068,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
LC-0069,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-hydrogel_laminin_control-R1-0h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_smoke_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_smoke_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry;smoke_tranche_not_claim_evidence
