profile,run_id,phase,sample_event,target_field,measured_at,operator_or_agent,instrument_id,value,unit,source_file_to_save_as,source_file_requirement,method_or_record_id,notes,record_type,record_id,sample_id,medium_name,medium_lot,transfer_or_exposure_event
h_a,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,,metadata,medium_lot,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h/metadata_medium_lot_bench_or_chain_of_custody_record.csv,"Lot CoA, bottle label image, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,,metadata,date,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h/metadata_date_bench_or_chain_of_custody_record.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,,metadata,medium_name,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h/metadata_medium_name_bench_or_chain_of_custody_record.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,,metadata,medium_lot,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h/metadata_medium_lot_bench_or_chain_of_custody_record.csv,"Lot CoA, bottle label image, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,,metadata,date,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h/metadata_date_bench_or_chain_of_custody_record.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,,metadata,medium_name,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h/metadata_medium_name_bench_or_chain_of_custody_record.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,,metadata,medium_lot,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h/metadata_medium_lot_bench_or_chain_of_custody_record.csv,"Lot CoA, bottle label image, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,,metadata,date,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h/metadata_date_bench_or_chain_of_custody_record.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,,metadata,medium_name,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h/metadata_medium_name_bench_or_chain_of_custody_record.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",,,,,,,,
h_a,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,,metadata,medium_lot,,,,,,data/source_files/bench_records/h_a/NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h/metadata_medium_lot_bench_or_chain_of_custody_record.csv,"Lot CoA, bottle label image, or chain-of-custody record.",,,,,,,,
